SentenceId,Content
S33486,锋驭,neu
S33500,卡罗拉,pos
S33500,威驰,pos
S33505,奇骏,neu
S33509,科迈罗,neu
S33509,挑战者,neu
S33510,奥迪a6,neu
S33516,朗行,neu
S33525,x5,neu
S33525,宝马,neu
S33539,天籁,neu
S33541,迈锐宝,pos
S33561,名爵锐腾,neu
S33565,宝马,neu
S33573,汉兰达,pos
S33573,奥迪q3,neu
S33574,k5,neu
S33575,大众,pos
S33593,宝马,neu
S33593,bmwx2,neu
S33600,蒙迪欧,neu
S33600,蒙迪欧致胜,neu
S33601,自由侠,neg
S33601,天籁,pos
S33608,宝来,neu
S33628,丰田,neu
S33628,c-hr,neu
S33642,奥迪q3,neu
S33646,骐达,neu
S33647,力帆迈威,neu
S33661,科雷傲,neu
S33664,雷克萨斯,neu
S33681,奥迪a6,neu
S33685,威驰,pos
S33697,凯美瑞,neu
S33701,起亚,neu
S33709,上汽大众,neu
S33709,途安l,neu
S33710,玛莎拉蒂,neu
S33725,吉利,neu
S33725,帝豪gl,neu
S33729,明锐,neg
S33732,xts,pos
S33745,别克,pos
S33747,长安,neu
S33750,斯柯达明锐,neu
S33759,别克,neu
S33759,昂科拉,neu
S33759,本田xr-v,neu
S33759,现代ix-25,neu
S33764,大众,neu
S33769,长安,neu
S33775,威朗gs,neu
S33779,昂科威,neu
S33788,宝马,neu
S33789,本田,neu
S33793,宝马,neu
S33818,帕萨特b5,neu
S33833,帕萨特,pos
S33834,威驰,pos
S33836,宝马,neu
S33839,三菱,neu
S33849,帝豪,neu
S33849,逸动,neu
S33849,艾瑞泽7,neu
S33849,速锐,neu
S33856,奥迪,neu
S33864,比亚迪唐,neu
S33868,哈弗h5,neu
S33870,雪铁龙,neu
S33874,途安,neu
S33878,高尔夫,pos
S33879,长安,neu
S33881,途安l,neu
S33898,大众,neu
S33902,奥迪,neu
S33903,凯迪拉克,pos
S33912,红旗,neu
S33913,科鲁兹,neg
S33917,奥迪rs6avant,neu
S33922,雷克萨斯lx570,neu
S33928,奔驰s级,neu
S33932,奥迪a8,pos
S33959,迈腾,neu
S33964,bmw,neu
S33981,雪铁龙,neu
S33988,奥迪,neu
S33991,大众,neu
S33992,奥迪,neu
S34017,布加迪,neu
S34017,大众,neu
S34020,奥德赛,neu
S34025,凯迪拉克,neu
S34030,奥迪a4,neu
S34030,捷豹xfl,neu
S34033,宝马,neu
S34036,别克,neu
S34044,迈腾,neu
S34052,梅赛德斯-奔驰,neu
S34053,哈弗,neu
S34059,东风起亚,pos
S34080,福特,neg
S34083,菲亚特500,pos
S34083,500x,pos
S34083,500l,pos
S34087,雅阁,neu
S34087,glc260,pos
S34088,马自达,neu
S34101,斯巴鲁,neu
S34106,雪佛兰,neu
S34106,通用,neu
S34112,比亚迪,neu
S34120,广汽本田,neu
S34131,福克斯,neu
S34148,明锐,neu
S34148,轩逸,neu
S34148,花冠,neu
S34148,福克斯,neu
S34161,奔驰gle,pos
S34161,宝马x5,pos
S34161,陆巡,pos
S34161,y62,pos
S34169,雪铁龙c5,neu
S34170,丰田威驰,neu
S34171,东风日产,neu
S34171,华晨,neu
S34173,奥迪,neu
S34181,蓝鸟,neu
S34187,比亚迪e6,neu
S34190,昂科拉,neg
S34208,宝骏730,neu
S34209,君越,neu
S34221,福特,neu
S34222,翼虎,neu
S34223,奥迪,neu
S34233,福特,neu
S34234,宝马x5,neu
S34236,林肯,neu
S34236,奥迪,neu
S34236,奔驰,neu
S34248,奥迪,neu
S34249,雅阁,pos
S34251,长安cx70,pos
S34259,君越,pos
S34264,江铃,neu
S34266,途观,neu
S34267,福特,neu
S34267,野马,neu
S34268,大众,neu
S34268,tiguan,neu
S34271,东风雪铁龙,neu
S34271,c4l,neu
S34273,雅阁,neu
S34273,君越,neu
S34283,远景,pos
S34283,帝豪,neu
S34284,本田rav4,neu
S34287,梅赛德斯-奔驰,neu
S34293,奔驰e级,neu
S34306,福瑞迪,neu
S34315,上海大众,neu
S34323,一汽丰田,pos
S34329,奥德赛,neu
S34336,长安马自达,neu
S34351,一汽丰田,pos
S34355,轩逸,neu
S34380,途胜,neu
S34387,宝马e38,neu
S34387,e39,neu
S34391,比亚迪,neu
S34413,东风风神,neu
S34414,长安,neu
S34420,轩逸,neu
S34427,马自达,neu
S34429,东风日产,neu
S34433,途观,neu
S34439,大众,neu
S34444,标致,neu
S34445,雷克萨斯nx,neu
S34449,福特福克斯,neu
S34454,别克昂科威,neu
S34457,保时捷,neu
S34457,捷豹,neu
S34459,科鲁兹,neu
S34462,宝马i5,neu
S34470,飞度,neu
S34470,polo,neu
S34479,比亚迪,neu
S34484,绅宝x35,pos
S34485,威驰,pos
S34494,君越,neu
S34496,奥迪a4,neu
S34498,奥迪,neu
S34500,大众,neg
S34500,菲亚特,neg
S34500,沃克斯豪尔,neg
S34500,铃木,neg
S34517,森林人,pos
S34517,汉兰达,pos
S34518,雷克萨斯,neu
S34533,大众途安,pos
S34544,ix35,neu
S34548,菲翔,pos
S34548,大众,neu
S34558,帕萨特,neu
S34562,奥迪,neu
S34564,雷克萨斯,neu
S34565,奔驰,neu
S34565,宝马,neu
S34570,江淮,neu
S34591,科鲁兹,neu
S34596,广汽本田,neu
S34625,长安,neg
S34626,奥迪q5,neu
S34631,比亚迪s7,neu
S34637,骐达,pos
S34650,宝马,neu
S34651,桑塔纳,neu
S34651,夏利,neu
S34651,帕萨特,neu
S34655,朗行,neu
S34661,君越,neu
S34663,雅阁,neu
S34670,宝马x2,neu
S34671,广汽丰田,neu
S34693,哈佛h6c,neu
S34693,广汽传祺gs4,neu
S34693,吉利博越,neu
S34699,大众,neu
S34699,奥迪,neu
S34699,宝马,neu
S34699,奔驰,neu
S34700,迈腾,neu
S34706,法拉利,neu
S34709,大众,neu
S34709,帕萨特,neu
S34709,迈腾,neu
S34726,雪佛兰,neu
S34726,科鲁兹,neu
S34734,揽胜,neu
S34739,本田x-rv,neu
S34739,缤智,neu
S34749,高尔夫,neu
S34756,奥迪a8l,neu
S34756,劳斯莱斯幻影,neu
S34756,宾利慕尚,neu
S34759,君越,neu
S34759,迈腾,neu
S34762,smart,neu
S34763,吉利,neu
S34771,大众,neu
S34781,gk5,neu
S34784,宝马,neu
S34799,英菲尼迪,neu
S34803,福特,neu
S34804,迈腾,neu
S34813,天籁,neu
S34824,梅赛德斯-奔驰,neu
S34826,雷诺,neu
S34836,蓝鸟,neu
S34837,雷凌,neu
S34842,别克,neu
S34845,迈锐宝,neg
S34850,奥迪,neu
S34856,丰田,neu
S34856,一汽丰田,neu
S34857,福特,neu
S34878,广汽丰田凯美瑞,neu
S34881,audi奥迪,neu
S34882,朗逸,pos
S34883,福特,neu
S34885,兰德酷路泽,neu
S34889,宝马z4,neu
S34902,幻速s3l,neu
S34902,雷克萨斯,neu
S34906,众泰,neu
S34909,迈锐宝,neu
S34924,奥迪q5,neu
S34926,rc211,neu
S34926,本田,neu
S34927,丰田,neu
S34927,威驰,neu
S34934,brz,neu
S34934,力狮,neu
S34943,gl8,neu
S34943,奥德赛,neu
S34944,沃尔沃,neu
S34949,哈弗h2,neu
S34949,哈弗,neu
S34950,大众,neu
S34951,众泰,neu
S34955,哈弗,neu
S34957,凯迪拉克,neu
S34960,路虎,neu
S34963,比亚迪,neu
S34966,奥迪a8,neu
S34989,飞度,neu
S34998,沃尔沃,neu
S35000,飞度,neu
S35000,polo,neu
S35001,玛莎拉蒂,neu
S35001,法拉利,neu
S35001,兰博基尼,neu
S35002,卡罗拉,neu
S35017,宝骏,neu
S35023,福特,neu
S35028,丰田,neu
S35042,君越,neu
S35044,哈弗h7,neu
S35048,起亚,neu
S35048,k5,neu
S35050,奔驰,neu
S35050,宝马,neu
S35050,科鲁兹,neu
S35050,汉腾,neu
S35050,昂克赛拉,neu
S35053,速腾,neu
S35054,威驰,neu
S35065,宝马,neu
S35070,乐风rv,pos
S35073,福睿斯,neu
S35076,昂克赛拉,neu
S35086,别克gl8,neu
S35094,飞度,neu
S35094,锋范,neu
S35094,缤智,neu
S35099,哈弗f2,neu
S35099,哈弗h2s,neu
S35101,大众,neu
S35101,迈腾,neu
S35101,帕萨特,neu
S35101,宝来,neu
S35101,朗逸,neu
S35106,轩逸,neu
S35109,哈弗h2,neu
S35123,君越,neu
S35133,昂科威,neu
S35151,沃尔沃,neu
S35154,长安cs15,neu
S35154,福特翼搏,neu
S35165,吉利,neu
S35165,搏越,neu
S35165,gs4,neu
S35165,cs75,neu
S35166,吉利,neu
S35166,沃尔沃,neu
S35173,朗逸,neu
S35182,科鲁兹,neu
S35187,君越,neu
S35217,爱丽舍,neu
S35221,思域,neu
S35221,雅阁,neu
S35221,cr-z,neu
S35221,讴歌,neu
S35233,奇骏,neu
S35244,长城,neu
S35244,途观,neu
S35244,crv,neu
S35248,日产,neu
S35248,雷诺,neu
S35250,三菱帕杰罗,neu
S35254,马自达,neu
S35254,菲亚特,neu
S35254,mazdamx-5,neu
S35261,宝马,neg
S35267,捷豹路虎,neu
S35270,君威,neu
S35277,奥迪s8,neu
S35278,捷达,neu
S35286,crv,neu
S35286,汉兰达,neu
S35286,霸道,neu
S35290,君越,neu
S35292,萨博900spg,neu
S35297,捷达,neu
S35297,雪铁龙,neu
S35297,马自达６,neu
S35299,凯美瑞,pos
S35299,雅阁,neu
S35299,速派,neu
S35316,轩逸,neu
S35321,ix35,neu
S35334,比亚迪唐,neu
S35338,甲壳虫,neu
S35338,mini,neu
S35338,雪铁龙2cv,neu
S35341,野马,neu
S35351,帕萨特,neu
S35353,丰田rav4,neu
S35370,奔驰e级,neu
S35372,哈弗h2,neu
S35376,速腾,neu
S35381,幻速s3l,neu
S35388,东风日产启辰,neu
S35397,朗行,neu
S35397,宝来,neu
S35400,长安cs75,neu
S35401,北京现代ix25,neu
S35403,悦动,neu
S35421,天籁,neu
S35432,兰博基尼aventador,neu
S35435,一汽丰田,pos
S35440,奇瑞eq,neu
S35440,北汽ev200,neu
S35440,江淮iev5,neu
S35440,荣威e50,neu
S35445,福特mustang,neu
S35448,奥迪q5,neu
S35451,长安马自达,pos
S35467,大众,neu
S35467,保时捷,neu
S35475,宝骏730,neu
S35476,本田,neu
S35476,思域,neu
S35483,众泰t600,neu
S35484,福克斯,neu
S35490,奔驰,neu
S35501,玛莎拉蒂,neu
S35501,布加迪,neu
S35501,阿尔法·罗密欧,neu
S35501,宝马,neu
S35501,大众,neu
S35505,宝马,neu
S35505,奔驰,neu
S35505,玛莎拉蒂,neu
S35514,长安,neu
S35521,奔驰,neu
S35521,宝马,neu
S35521,福特,neu
S35521,法拉利,neu
S35524,汉兰达,neu
S35533,奔驰amgs65,neu
S35535,东风本田,neu
S35536,朗行,neu
S35540,汉兰达,neu
S35544,雪佛兰赛欧,neu
S35549,标致,neu
S35551,速腾,neu
S35556,英朗,neu
S35558,本田思铂睿,neu
S35558,雅阁,neu
S35558,丰田锐志,neu
S35558,凯美瑞,neu
S35561,奔腾x80,neu
S35561,马自达6,neu
S35563,福特,neu
S35565,宝马,neu
S35566,马自达睿翼,neu
S35567,沃尔沃xc60,pos
S35571,迈腾,neu
S35571,君越,neu
S35571,帕萨特,neu
S35574,宝马,neu
S35581,众泰z700,neu
S35581,奔驰smart,neu
S35587,速腾,neu
S35588,雷克萨斯nx,neu
S35590,哈弗h1,neu
S35597,别克,neu
S35599,昂克赛拉,neu
S35610,雪佛兰,neu
S35617,长安马自达,neu
S35620,宝骏560,neu
S35620,宝骏730,neu
S35630,速腾,neu
S35647,一汽马自达,neu
S35667,奇瑞,neu
S35667,比亚迪,neu
S35668,标致308,neu
S35668,标致,neu
S35668,雪铁龙,neu
S35679,东风悦达起亚,neu
S35681,雪佛兰,neu
S35708,速派,neu
S35710,吉利,neu
S35710,沃尔沃,neu
S35715,宝马,neu
S35727,北汽幻速,neu
S35733,保时捷,neu
S35733,大众,neu
S35733,panamera,neu
S35733,奥迪,neu
S35734,迈巴赫62s,pos
S35738,东南dx7,neu
S35738,长安逸动,neu
S35738,奥迪a3,neu
S35746,玛驰,neu
S35749,奥迪,neu
S35760,现代途胜,neu
S35760,斯柯达明锐,neu
S35760,起亚k3,neu
S35769,大众速腾r-line,neu
S35772,福特,neu
S35775,东风标致,neu
S35795,迈腾,neu
S35803,福特,neu
S35807,奥迪,neu
S35812,宝马,neu
S35812,保时捷,neu
S35817,宝马5系,neu
S35817,奥迪a6,neu
S35819,汉兰达,neu
S35840,福克斯,neu
S35840,朗逸,neu
S35842,北汽威旺,neu
S35850,奥德赛,neu
S35855,福特野马,neu
S35858,哈弗,neu
S35864,飞度818,neu
S35868,飞度818,neu
S35870,宝骏560,neu
S35870,宝骏730,neu
S35872,科鲁兹,neu
S35876,东风悦达起亚,neu
S35876,起亚,neu
S35884,奥迪,neu
S35888,奥迪,neu
S35901,雷克萨斯,neu
S35909,博越,neu
S35909,cs75,neu
S35912,东风本田,neu
S35914,雪佛兰科沃兹,neu
S35914,科鲁兹,neu
S35917,福特,neu
S35917,沃尔沃,neu
S35919,锐界,neu
S35919,蒙迪欧,neu
S35920,宝骏310,neu
S35921,君越,neu
S35921,金牛座,neu
S35927,卡罗拉,neu
S35930,天籁,neu
S35931,雅阁,neu
S35931,凯美瑞,neu
S35931,阳光,neu
S35931,fd2,neu
S35934,雪铁龙,neu
S35938,马自达,neu
S35938,思域,neu
S35940,宝骏310,neu
S35953,雪铁龙,neu
S35953,c4l,neu
S35953,大众速腾,neu
S35956,h6,neu
S35956,gs4,neu
S35956,红旗,neu
S35983,宝马,neu
S35990,广汽传祺,neu
S35991,长安,neu
S35996,凯美瑞,pos
S35998,蒙迪欧,neg
S36007,本田奥德赛,neu
S36020,长安cs75,neu
S36021,明锐,neu
S36022,奇瑞,neu
S36026,翼虎,neu
S36030,福克斯,neu
S36046,一汽马自达,neu
S36048,广汽本田,neu
S36063,保时捷,neu
S36068,速腾,neu
S36070,起亚,neu
S36077,迈巴赫62,neu
S36081,科鲁兹,neu
S36087,克莱斯勒,neu
S36088,威驰,neu
S36092,奥迪,neu
S36093,途观,neu
S36093,昂科威,neu
S36099,丰田,neu
S36102,奥迪,neu
S36111,蒙迪欧,neu
S36117,长安福特,neu
S36130,宝马,neu
S36140,中华,neu
S36145,丰田,neu
S36145,广汽,neu
S36152,福克斯,neu
S36158,比亚迪,neu
S36169,奥迪,pos
S36172,福特,neu
S36173,红旗,pos
S36179,mini,pos
S36180,捷达,pos
S36182,众泰sr7-gal,neu
S36185,金牛座,neg
S36197,gle450amg,pos
S36199,es,pos
S36199,凯美瑞,neu
S36205,飞度,pos
S36206,速腾,neu
S36206,一汽,neu
S36211,阿特兹,pos
S36211,卡罗拉,neg
S36220,福特,neg
S36224,奥迪a6l,neg
S36225,林肯,pos
S36225,福特,neu
S36229,奇瑞,neu
S36229,福特,neu
S36233,逍客,pos
S36238,奔驰s级,pos
S36238,奔驰e级,pos
S36238,奔驰,pos
S36246,福特,neu
S36246,ford,neu
S36248,英朗,neu
S36248,卡罗拉,neu
S36248,新科,neu
S36248,t70,neu
S36258,大众,neu
S36261,大众,neg
S36269,三菱,pos
S36278,力帆,pos
S36278,福特翼虎,neu
S36280,奥迪,neu
S36280,一汽-大众,neu
S36286,polo,pos
S36286,大众,neu
S36287,宾利欧陆gt3,neu
S36292,glt-class,neu
S36292,奔驰,neu
S36292,雷诺,neu
S36292,日产,neu
S36297,道奇,pos
S36310,jcw,pos
S36314,宝骏,neg
S36316,比亚迪,neu
S36331,高尔夫7,neu
S36334,东风标致,pos
S36337,奥迪rs3,pos
S36343,雅阁锐,neu
S36356,奥迪,pos
S36369,江淮汽车,neu
S36373,千里马,neu
S36375,奥迪a6,neg
S36377,福特嘉年华,neg
S36381,长安,neu
S36390,雷克萨斯es,pos
S36409,玛莎拉蒂,neu
S36409,quattroporte,neu
S36425,宝马,pos
S36425,奔驰,pos
S36425,凯迪拉克,pos
S36425,讴歌,pos
S36425,斯巴鲁,pos
S36425,广汽菲克,pos
S36425,北京现代,pos
S36425,东风日产,pos
S36425,一汽丰田,pos
S36425,广汽丰田,pos
S36425,一汽大众,pos
S36433,jeep,pos
S36433,牧马人moparone,pos
S36443,北京现代,pos
S36446,瑞风s3,neu
S36446,江淮,neu
S36448,威驰,pos
S36449,传祺gs4,pos
S36452,名驭,neu
S36453,梅赛德斯-奔驰,neu
S36461,smart,neu
S36461,梅赛德斯-奔驰,neu
S36462,t70,neg
S36462,cs75,pos
S36462,瑞虎5,pos
S36463,帕萨特b5,neg
S36471,帕萨特领驭,neu
S36481,lavida朗逸,pos
S36503,奥迪,pos
S36506,劳斯莱斯,pos
S36522,雪佛兰,pos
S36527,长安,neu
S36553,奥迪q5,neu
S36560,绅宝,pos
S36560,大众,neu
S36561,凯迪拉克,pos
S36561,cts,neu
S36563,速派,pos
S36563,visionc,neu
S36566,高尔夫,neu
S36568,景逸x5,pos
S36568,传祺gs4,pos
S36581,众泰t700,neu
S36581,t300,neu
S36581,众泰,neu
S36584,长安cs15,pos
S36587,宝马,neu
S36587,1系sportcross,neu
S36589,东风本田,neu
S36589,思域,neu
S36589,思铂睿,neu
S36591,克莱斯勒,neg
S36601,科雷傲,neg
S36602,大众,neu
S36602,汉兰达,pos
S36626,福特,neu
S36629,凯迪拉克,pos
S36630,丰田,neu
S36630,致炫,neu
S36630,yarisl,neu
S36630,嘉年华st,neu
S36630,大众pologti,neu
S36636,高尔夫,neu
S36638,宝沃,neg
S36638,h8,neg
S36655,吉利,neu
S36655,帝豪gl,neu
S36655,博越,neu
S36655,帝豪gs,neu
S36655,远景,neu
S36656,大众途观,neu
S36660,林肯,neu
S36664,荣威rx5,pos
S36670,飞度,pos
S36672,阳光,neu
S36677,林肯,pos
S36678,大众,neu
S36681,双龙,neu
S36691,奔腾b70,neu
S36694,奥迪,neu
S36701,奥迪rs3sportback,pos
S36701,奥迪rsq3,pos
S36706,amg,pos
S36706,奔驰,neu
S36727,凌渡,neu
S36736,宝马,pos
S36741,福特,neu
S36742,英朗,neg
S36742,宝来,pos
S36742,福睿斯,pos
S36746,长安cs75,pos
S36752,保时捷,pos
S36752,panamera,pos
S36755,奔驰c级,neu
S36755,c200,neu
S36755,c180,neu
S36761,福特锐界,pos
S36762,福特,neg
S36763,广汽丰田,neu
S36777,丰田酷路泽4600,neu
S36778,红旗,pos
S36794,长安,pos
S36798,东风雪铁龙c4世嘉,pos
S36802,速派,neg
S36803,绅宝x35,pos
S36812,奥迪,neg
S36812,宝马5系,pos
S36812,奔驰e级,pos
S36849,马自达,neg
S36849,阿特兹,neg
S36853,保时捷carreragt,pos
S36861,宝骏560,neg
S36863,一汽丰田,neu
S36869,传祺gs4,pos
S36869,广汽传祺,pos
S36874,迈巴赫s级,neu
S36874,梅赛德斯-迈巴赫s级,neu
S36875,bmw,neu
S36875,宝马5系,neu
S36879,广汽传祺,pos
S36879,gs4,pos
S36882,汉兰达,neu
S36891,雪铁龙,neu
S36901,野马,neu
S36910,大众,neu
S36910,polo,neu
S36913,哈弗h2,neu
S36913,哈弗h6,neu
S36913,哈弗h6coupe,neu
S36913,哈弗h7,neu
S36914,奥迪q3,neg
S36915,迈凯伦mp4,neu
S36915,兰博基尼lp-560,neu
S36916,奥迪,neu
S36916,奥迪a6l,neu
S36922,宝骏560,neg
S36930,迈腾,neu
S36930,高尔夫,neu
S36941,宝马,pos
S36945,本田,pos
S36947,雪铁龙,pos
S36961,卡罗拉,neu
S36961,轩逸,neu
S36963,大众tiguan,neu
S36963,途观,pos
S36979,兰博基尼aventadorlp700-4,neu
S36983,天籁,neu
S36983,雅阁,neu
S36983,gs,neu
S36983,飞度,neu
S36983,风云,neu
S36987,别克gl8,pos
S36992,宝马x3,neu
S36996,哈弗,neg
