word sh answer
。 N o 
为什么 r o 
会 v o 
教 v b-neu 
荣放 v neu 
怎么 r o 
做人 v o 
， w o 
因为 c o 
全新 a b-pos 
途观 n pos 
进步 v o 
这么 r o 
大 a o 
甚至 d o 
从 p o 
紧凑 a o 
变成 v o 
中型 a o 
， w o 
平台 n o 
， w o 
动力 n o 
总成 n o 
， w o 
内饰 n o 
， w o 
外形 n o 
， w o 
配置 v o 
， w o 
都 d o 
进步 v o 
巨大 a o 
！ w o 
。 N o 
去 v o 
4 m o 
S q o 
店 n o 
给 p o 
小明 np o 
维保 v o 
的 u o 
时候 n o 
， w o 
看见 v o 
展厅 n o 
的 u b-pos 
速派 n pos 
， w o 
想起 v o 
社区 n o 
的 u o 
活动 v o 
， w o 
所以 c o 
， w o 
展示 v o 
开始 v o 
~ v o 
~ g o 
~ g o 
~ g o 
这 r o 
是 v o 
4 m o 
S q o 
店 n o 
外景 n o 
静静的 a b-pos 
速派 n pos 
， w o 
全新 a b-pos 
速派 n pos 
犀利 a o 
的 u o 
外形 n o 
打破常规 i o 
， w o 
菱角 n o 
切线分明 id o 
， w o 
就 d o 
连 u o 
一些 m o 
接缝处 n o 
都 d o 
没有 d o 
忽略 v o 
犀利 a o 
观感 n o 
的 u o 
特殊 a o 
处理 v o 
， w o 
加上 v o 
光影 n o 
的 u o 
效果 n o 
， w o 
看上去 v o 
相当 d o 
酷 g o 
， w o 
它 r o 
也 d o 
公认 v o 
为 v o 
最 d o 
漂亮 a o 
的 u b-neu 
斯柯达 nz neu 
车型 n o 
。 w o 
。 N o 
当然 d b-pos 
途观 n pos 
的 u o 
操控 v o 
比较 d o 
赞 g o 
， w o 
方向感 n o 
精 a o 
准 a o 
， w o 
弯道 v o 
时 g o 
的 u o 
稳定性 n o 
不错 a o 
。 w o 
。 N o 
对 p o 
此 r o 
， w b-neu 
北京奔驰 ns neu 
奔驰 nz o 
有关 v o 
负责人 n o 
在 p o 
接受 v o 
采访 v o 
时 g o 
， w o 
否认 v o 
了 u o 
国产 a o 
全新 a o 
一代 n o 
E x o 
级 n o 
轿车 n o 
与 p o 
海外版 n o 
用材 n o 
不 d o 
一致 a o 
， w o 
并 c o 
表示 v o 
， w o 
。 N o 
日前 t o 
， w o 
曝出 v o 
的 u o 
大众 n o 
全新 a o 
小型 a o 
跨界 n o 
车型 n o 
， w o 
将 p o 
基于 p o 
新款 n b-neu 
POLO x neu 
车型 n o 
， w o 
全新 a o 
的 u b-neu 
POLO x neu 
车型 n o 
将 d o 
采用 v o 
， w o 
大众 n o 
最新 a o 
的 u o 
MQB x o 
平台 n o 
。 w o 
。 N o 
点评 v o 
： w b-pos 
朗逸 a pos 
的 u o 
外观 n o 
设计 v o 
深深 d o 
笼络 v o 
了 u o 
大部分 m o 
国人 n o 
的 u o 
芳心 n o 
， w o 
宽敞 a o 
的 u o 
后 f o 
配 v o 
空间 n o 
和 c o 
行李箱 n o 
空间 n o 
。 w o 
。 N o 
CX-4 x neu 
、 w b-neu 
阿特兹 ns neu 
、 w b-neu 
速派 n neu 
、 w b-neu 
迈锐宝XL nz neu 
XL x o 
四 m o 
辆 q o 
之间 f o 
纠结 v o 
， w o 
选择 v o 
障碍 n o 
中 f o 
。 w o 
。 N o 
同时 c o 
该车 r o 
还 d o 
配备 v o 
有 v o 
全新 a o 
的 u o 
三辐式 a o 
多 a o 
功能 n o 
方向盘 n o 
、 w o 
内饰 n o 
氛围灯 n o 
以及 c o 
全新 a o 
的 u o 
触控人机 n o 
交互 a o 
系统 n o 
， w o 
此外 c o 
新款 a b-neu 
梅赛德斯 nz neu 
- w b-neu 
奔驰GLS级 nz neu 
GLS级 x o 
继续 v o 
沿用 v o 
了 u o 
7 m o 
座 q o 
布局 n o 
。 w o 
。 N o 
江苏 ns o 
南京 ns o 
的 u b-neu 
大众桑塔纳 n neu 
桑塔纳 nz o 
2000 m o 
。 q o 
? w o 
。 w o 
。 N o 
东风日产轩逸 nz neg 
日产 v o 
轩逸 a o 
严重 a o 
色差 n o 
， w o 
售后服务 id o 
不好 a o 
。 N o 
大众 n neg 
北 f o 
美 a o 
召 g o 
回 v o 
18.9万 m o 
辆 q o 
途观 n neg 
发动 v o 
机存 n o 
熄火 v o 
隐患 n o 
。 N o 
3.2016 m b-neu 
凯迪拉克 nz neu 
Escala x o 
。 w o 
。 N o 
4 m o 
  q o 
昆明 ns o 
女 a o 
司机 n o 
一 m o 
脚 q o 
油门 n o 
， w b-neu 
宝马 nz neu 
冲 v o 
进 v o 
足疗店 n o 
在 p o 
昆州路 ns o 
五星彩园 nz o 
小区 n o 
内 f o 
， w o 
一 m o 
辆 q b-neu 
宝马 nz neu 
车 n o 
正 d o 
试图 v o 
冲 v o 
上 v o 
路边 s o 
人行道 n o 
停车 v o 
， w o 
可 v o 
几 m o 
次 q o 
尝试 v o 
车辆 n o 
都 d o 
未能 v o 
冲 v o 
上去 v o 
。 w o 
。 N o 
不 d o 
过 v o 
车 n o 
无 v o 
完 v o 
车 n o 
， w o 
这 r o 
代 q o 
飞度 n neg 
的 u o 
隔音 n o 
是 v o 
很多 m o 
人 n o 
都 d o 
吐槽 v o 
的 u o 
。 w o 
。 N o 
那么 r o 
作为 p o 
通用 v o 
混动 a o 
旗舰 n o 
的 u b-neu 
凯迪拉克CT6 PHEV nz neu 
CT6 x o 
PHEV x o 
能否 v o 
做到 v o 
更 d o 
好 a o 
呢 u o 
？ w o 
。 w o 
。 N o 
雪铁龙 nz neg 
（ w o 
阜阳 ns o 
九天 n o 
） w o 
4 m o 
S q o 
店 n o 
保养 v o 
、 w o 
检修 v o 
严重 a o 
失职 v o 
。 N o 
所以 c o 
， w b-neu 
大众 nz neu 
的 u o 
大部分 m o 
车型 n o 
都 d o 
可以 v o 
开启 v o 
这个 r o 
功能 n o 
。 w o 
。 N o 
英朗 a neu 
自动 a o 
挡车型 n o 
百 m o 
公里 q o 
加速 v o 
在 p o 
12 m o 
秒 q o 
左右 m o 
， w o 
属于 v o 
动力 n o 
够用 v o 
的 u o 
类型 n o 
， w o 
而 c o 
日常 a o 
综合 v o 
油耗 n o 
为 v o 
7 m o 
升 q o 
多 a o 
。 w o 
。 N o 
但 c b-neu 
众泰 j neu 
设计师 n o 
们 k o 
的 u o 
卡尺 n o 
还是 c o 
饥渴 n o 
难 a o 
耐 v o 
。 w o 
。 N o 
2013 m o 
款 q o 
奥迪A8 nz neg 
A84.0T m o 
发动机 n o 
抖动 v o 
已 d o 
维修 v o 
7 m o 
次 q o 
故障 n o 
未 d o 
解决 v o 
。 N o 
长安福特 ns neg 
福特 nz o 
新福克斯 nz o 
排气管 n o 
左侧 f o 
消音器 n o 
位置 n o 
滴水 n o 
厂商 n o 
回复 v o 
属于 v o 
正常 a o 
现 g o 
。 N o 
之所以 c o 
推荐 v b-neu 
速腾 v neu 
是 v o 
因为 p o 
这 r o 
是 v o 
一 m o 
款 q o 
全球 n o 
车型 n o 
， w o 
也 d o 
就 d o 
是 v o 
全世界 n o 
都 d o 
在 p o 
卖 v o 
的 u o 
这么 r o 
一 m o 
款 q o 
车 n o 
。 w o 
。 N o 
因为 p o 
家里 s o 
也 d o 
没 v o 
车 n o 
， w o 
然后 c o 
上班 v o 
离家 v o 
又 d o 
很 d o 
远 a o 
， w o 
回家 v o 
很 d o 
不 d o 
方便 a o 
， w o 
家里 s o 
父母 n o 
也 d o 
想 v o 
给 p o 
买 v o 
辆 q o 
车 n o 
， w o 
父母 n o 
当时 t o 
看中 v o 
了 u b-neu 
速腾 v neu 
、 w b-neu 
名图 n neu 
， w o 
落地 v o 
都 d o 
在 p o 
15万 m o 
左右 m o 
， w o 
理由 n o 
是 v o 
以后 f o 
结婚 v o 
不 d o 
换 v o 
车 n o 
了 u o 
， w o 
但是 c o 
15万 m o 
落地 v o 
就 d o 
要 v o 
花 v o 
光 v o 
家里 s o 
所有 a o 
积蓄 n o 
。 w o 
。 N o 
进化版 n o 
Keen x o 
Look x o 
前 f o 
脸 n o 
、 w o 
LED x o 
前后 f o 
大 a o 
灯 n o 
配合 v o 
时尚 n o 
的 u o 
18 m o 
寸 q o 
铝合金 n o 
动感 n o 
轮毂 v o 
， w o 
全方位 n o 
体现 v o 
出 v o 
全新 a b-pos 
RAV4 n pos 
荣放 v o 
年轻 a o 
运动 v o 
、 w o 
引 v o 
领 v o 
时尚 n o 
活力 n o 
的 u o 
独特 a o 
个性 n o 
。 w o 
。 N o 
世界 n o 
车型 n b-neu 
速腾 v neu 
27000 m o 
元 q o 
大 d o 
放价 v o 
（ w o 
车价 n o 
+ w o 
贴息 v o 
） w o 
。 w o 
。 N o 
中国 ns o 
则 d o 
叫做 v b-neu 
Buick凯越 x neu 
越 d o 
  v o 
  g o 
  g o 
  g o 
。 w o 
。 N o 
好 a o 
! w o 
看 v o 
车 n o 
的 u o 
时候 n o 
就 d o 
发现 v o 
了 u o 
。 N o 
这 r o 
还 d o 
真 d o 
有 v o 
过 u o 
先例 n o 
， w b-neu 
捷豹 n neu 
就 d o 
做 v o 
过 u o 
这种 r o 
事 n o 
， w b-neu 
XK120 x neu 
的 u o 
发动机 n o 
正是 v o 
来自 v o 
同门 nz o 
轿车 n b-neu 
Mark 7 np neu 
7 m o 
， w o 
结果 d o 
跑 v o 
出 v o 
惊人 a o 
的 u o 
速度 n o 
， w o 
何况 c o 
Type x o 
300 m o 
的 u o 
M186 x o 
发动机 n o 
研发 v o 
了 u o 
三 m o 
年 q o 
时间 n o 
， w o 
采用 v o 
单顶 n o 
置 v o 
凸轮轴 n o 
， w o 
铝制 n o 
汽缸盖 n o 
和 c o 
大 a o 
号 n o 
进 v o 
排气阀 n o 
。 w o 
。 N o 
长城 ns neu 
汽车 n o 
- w b-neu 
哈弗H6 nz neu 
H6 x o 
。 w o 
。 N o 
新帕萨特 ns o 
1.8T m o 
6AT车型 n o 
出现 v o 
共振 v o 
拖挡 v o 
问题 n o 
。 N o 
福特福睿斯 nz pos 
的 u o 
造型 n o 
可谓 v o 
是 v o 
中庸 a o 
大方 a o 
， w o 
却 d o 
也 d o 
不 d o 
失 v o 
一 m o 
丝 q o 
活跃 a o 
， w o 
随时 d o 
像 p o 
福克斯 nz o 
附体 n o 
。 w o 
。 N o 
- w o 
值得 v o 
推荐 v o 
： w o 
★ v o 
★ g o 
★ g o 
★ g b-neu 
明锐 g neu 
锐 g o 
1.6L m o 
自动 a o 
智行版 n o 
。 w o 
。 N o 
在 p b-neu 
宝马 nz neu 
集团 n o 
第 v o 
95 m o 
届 q o 
年度 n o 
股东 n o 
大会 n o 
上 f o 
， w o 
首席 n o 
执行官 n o 
诺伯特 np o 
· w o 
雷瑟夫 np o 
博士 n o 
( w o 
Dr.NorbertReithofer x o 
) w o 
断言 v o 
， w o 
世界 n o 
正 d o 
经历 v o 
着 u o 
两 m o 
股 q o 
不可逆转 id o 
的 u o 
大 a o 
趋势 n o 
： w o 
。 w o 
。 N o 
凌渡 GTS v pos 
GTS n o 
带来 v o 
前所未见 id o 
的 u o 
极致 n o 
魅力 n o 
。 w o 
。 N o 
全新 a o 
一代 n b-pos 
迈腾 v pos 
诸多 m o 
科技 n o 
配置 v o 
是 v o 
看家本领 id o 
， w o 
全 a o 
LED前 x o 
大 a o 
灯 n o 
、 w o 
第三 m o 
代 q o 
ACC自 x o 
适应 v o 
巡航 v o 
系统 n o 
、 w o 
第三 m o 
代 q o 
PLA泊车 x o 
辅助 v o 
系统 n o 
（ w o 
支持 v o 
正 d o 
向 p o 
泊 g o 
入 v o 
垂直车 n o 
） w o 
、 w o 
全景 n o 
可视泊车 n o 
、 w o 
预碰撞 v o 
保护 v o 
系统 n o 
等 u o 
将 d o 
使 v o 
整车 n o 
在 p o 
安全 a o 
、 w o 
科技 n o 
上 f o 
全副武装 i o 
。 w o 
。 N o 
这次 r o 
去 v o 
4 m o 
S q o 
店 n o 
看到 v b-pos 
途观 n pos 
实车 n o 
， w o 
当 p o 
与途观 n o 
见面 v o 
了 u o 
， w o 
一下子 m o 
点燃 v o 
我 r o 
的 u o 
热情 a o 
。 w o 
。 N o 
东风标致新408 nz neg 
标致 nz o 
新 a o 
408 m o 
冷天 q o 
减震 v o 
异响 n o 
。 N o 
斯柯达 nz neg 
厂家 n o 
对 p o 
用户 n o 
极其 d o 
不 d o 
负责 v o 
。 N o 
第二 m o 
天 q o 
到 v o 
那 r o 
以后 f o 
找 v o 
了 u o 
一 m o 
圈 q o 
才 d o 
发现 v o 
叫 v b-pos 
威朗 a pos 
， w o 
之前 f o 
也 d o 
只是 d o 
听 v o 
朋友 n o 
简单 a o 
说 v o 
过 u o 
， w o 
但 c o 
当时 t o 
一直 d o 
认为 v o 
美系 n o 
车油 n o 
耗 g o 
都 d o 
大 a o 
， w o 
所以 c o 
就 d o 
没 v o 
那么 r o 
多 a o 
想法 n o 
， w o 
但是 c o 
在 p o 
店 n o 
里 f o 
看 v o 
实车 n o 
， w o 
感觉 v o 
真 a o 
的 u o 
挺 d o 
不错 a o 
的 u o 
， w o 
尤其 d o 
是 v o 
内饰 n o 
， w o 
感觉 v o 
比 p b-neu 
高尔夫 n neu 
要 v o 
好 a o 
出 v o 
不止 v o 
一个 m o 
档次 n o 
， w o 
而且 c o 
三 m o 
箱 q o 
空间 n o 
也 d o 
大 a o 
一些 m o 
， w o 
配置 n o 
也 d o 
要 v o 
好 a o 
一些 m o 
， w o 
试驾 v o 
了 u o 
一 m o 
圈 q o 
感觉 n o 
也 d o 
很 d o 
不错 a o 
， w o 
价钱 n o 
也 d o 
都 d o 
差不多 id o 
， w o 
油耗 n o 
来说 u o 
暂时 d o 
还 d o 
不 d o 
是 v o 
太 d o 
清楚 a o 
， w o 
但 c o 
感觉 n o 
应该 v b-neu 
高尔夫 v neu 
不 d o 
了 v o 
多少 r o 
， w o 
当即 d o 
就 d o 
又 d o 
交 v o 
了 u o 
订金 n o 
， w o 
20T精 t o 
英白 a o 
， w o 
还有 v o 
购置税 n o 
减半 v o 
， w o 
唯一不巧 id o 
的 u o 
是 v o 
没 d o 
现 g o 
车 n o 
了 u o 
， w o 
必须 d o 
要 v o 
等 v o 
一 m o 
周 q o 
才 d o 
行 v o 
。 w o 
。 N o 
你 r o 
猜猜 v o 
这 r o 
是 v b-neu 
众泰 j neu 
泰 j o 
还是 c b-neu 
保时捷 v neu 
时 g o 
捷 g o 
！ w o 
。 w o 
。 N o 
回顾 v o 
历史 n o 
， w b-neu 
奥迪 np neu 
在 p o 
二战 j o 
后 f o 
几乎 d o 
就 d o 
是 v o 
一个 m o 
落魄 n o 
的 u o 
形象 n o 
， w o 
曾经 d o 
风光 n o 
无限 v o 
的 u o 
汽车 n o 
联盟 n o 
真正 a o 
的 u o 
倒下 v o 
了 u o 
； w o 
在 p o 
被 p o 
纳入 v b-neu 
奔驰 nz neu 
的 u o 
几 m o 
年 q o 
时间 n o 
内 f o 
， w o 
汽车 n o 
联盟 n o 
和 c b-neu 
奥迪 np neu 
没有 v o 
任何 r o 
发展 v o 
， w o 
几乎 d o 
就 d o 
被 p o 
雪藏 n o 
， w o 
直到 v o 
1964年 t b-neu 
大众 nz neu 
出手 v o 
收购 v o 
汽车 n o 
联盟 n o 
。 w o 
。 N o 
上海通用别克昂科拉 ns neg 
通用 nz o 
别克 nz o 
昂科拉 j o 
14 m o 
款 q o 
自动 a o 
精英 n o 
轮胎 n o 
开裂 v o 
， w o 
威胁 v o 
车主 n o 
生命 n o 
！ w o 
！ w o 
。 N o 
这 r o 
款 q o 
车 n o 
上市 v o 
时 g o 
也 d o 
营造 v o 
了 u o 
挺 d o 
大 a o 
的 u o 
声势 n o 
， w b-neu 
丰田 nz neu 
1.8L m o 
发动机 n o 
和 c o 
爱信 n o 
6AT n o 
变速器 n o 
曾经 d o 
是 v o 
宣传 v o 
重点 n o 
。 w o 
。 N o 
在 p o 
动力 n o 
系统 n b-neu 
上海斯柯达 f neu 
， w b-neu 
上海斯柯达 ns neu 
斯柯达 nz o 
全新 a b-neu 
速派 n neu 
真是 d o 
令 v o 
人 n o 
既 c o 
喜 v o 
又 d o 
忧 v o 
的 u o 
。 w o 
。 N o 
# p o 
每日 r o 
一 m o 
车 n o 
# v o 
【 g b-pos 
New Polo nz pos 
Polo• x o 
时尚 n o 
外观 n o 
】 w b-pos 
New Polo nz pos 
Polo x o 
的 u o 
双翼 n o 
钻石 n o 
切割 v o 
造型 n o 
前 f o 
大 a o 
灯 n o 
， w o 
灵动 a o 
犀利 a o 
， w o 
结合 v o 
双 m o 
高 a o 
光 d o 
镀 v o 
铬饰条 n o 
的 u o 
上格栅 np o 
设计 v o 
， w o 
让 v o 
前 f o 
脸 n o 
充满 v o 
横向 n o 
张力 n o 
。 w o 
。 N o 
“ w o 
心 n o 
系 v o 
每 r o 
一 m o 
位 q o 
大众 n o 
， w o 
情 n o 
暖 v o 
每 r o 
一个 m o 
家 n o 
” w b-neu 
途安 n neu 
L x o 
县 n o 
区 n o 
巡游 v o 
。 N o 
路虎发现神行 n pos 
发现 v o 
神行 v o 
的 u o 
座椅 n o 
采用 v o 
豪华 a o 
温莎 a o 
打孔 v o 
真皮 n o 
， w o 
手感 n o 
细腻 a o 
。 w o 
。 N o 
作为 v b-neu 
上汽大众斯柯达 j neu 
大众斯柯达 nz o 
旗 n o 
下 f o 
的 u o 
高端 n o 
精品 n o 
A0 m o 
级 q o 
车 n o 
， w b-pos 
晶锐 a pos 
凭借 p o 
宽敞 a o 
实用 a o 
的 u o 
空间 n o 
设计 v o 
、 w o 
舒适自在 id o 
的 u o 
驾乘 v o 
环境 n o 
和 c o 
细致 a o 
人性 n o 
的 u o 
安全 a o 
配置 v o 
带来 v o 
轻松 a o 
无忧 a o 
的 u o 
出行 v o 
体验 v o 
， w o 
让 v o 
全家 n o 
尽 d o 
享 g o 
快乐 a o 
亲子 n o 
时光 n o 
。 w o 
。 N o 
凌渡 v neu 
保持 v o 
了 u o 
NMC x o 
概念版 n o 
车型 n o 
的 u o 
设计 v o 
， w o 
定位 v o 
为 v o 
一 m o 
款 q o 
四 m o 
门 q o 
轿跑车 n o 
。 w o 
。 N o 
比较 d o 
高 a o 
， w o 
如果 c o 
跟 p b-pos 
天籁 n pos 
的 u o 
一样 u o 
就 d o 
好 a o 
了 u o 
。 N o 
在 p o 
买 v o 
车 n o 
之前 f o 
就 d o 
觉得 v o 
进口 v b-pos 
途观 n pos 
R f o 
真心 d o 
好看 a o 
所以 c o 
你 r o 
懂 v o 
的 u o 
提车 n o 
啦啦啦 o o 
附上 v o 
销售 v o 
的 u o 
帅照 n o 
我 r o 
的 u o 
途途 n o 
准备 v o 
换 v o 
前杠 n o 
拉 v o 
买 v o 
的 u o 
保险杠 n o 
已经 d o 
拆车 v o 
拉 v o 
秃头 n o 
初见成效 id o 
大大 d o 
地 u o 
接近 v o 
角 n o 
? w o 
? w o 
? w o 
? w o 
? w o 
? w o 
? w o 
? w o 
。 N o 
NO.8 m b-pos 
福特 nz pos 
每 r o 
80 m o 
辆 q b-pos 
福特 nz pos 
车 n o 
才 d o 
有 v o 
1 m o 
辆 q o 
出现 v o 
发动机 n o 
故障 n o 
， w o 
故障率 n o 
为 v o 
1.25% m o 
。 w o 
。 N o 
宝马 nz neu 
混动车 n o 
的 u o 
用 v o 
电 n o 
也 d o 
基本 a o 
如此 r o 
。 w o 
。 N o 
当然 d o 
， w o 
在 p o 
价格 n o 
方面 n o 
新 d b-neu 
明锐 a neu 
也 d o 
有所 v o 
上调 v o 
， w o 
但 c o 
也 d o 
不仅 c o 
局限 v o 
于 p o 
动力 n o 
系统 n o 
上 f o 
的 u o 
升级 v o 
。 w o 
。 N o 
丰田 nz neu 
这 r o 
句 q o 
有点 d o 
摸不着头脑 i o 
， w o 
大概 d o 
又 d o 
在 p o 
安利 nz o 
它 r o 
的 u o 
双擎 n o 
了 u o 
。 w o 
。 N o 
而 c b-neu 
保时捷 v neu 
时 g o 
捷 g o 
的 u o 
众多 m o 
车型 n o 
也 d o 
都 d o 
采用 v o 
了 u o 
双 m o 
离合 v o 
变速箱 n o 
。 w o 
。 N o 
试驾 v o 
的 u b-pos 
途观 n pos 
配置 v o 
有 v o 
三 m o 
区 n o 
恒温 nz o 
空调 n o 
系统 n o 
， w o 
后座 n o 
乘客 n o 
除了 p o 
享有 v o 
出风口 id o 
外 f o 
， w o 
还 d o 
能 v o 
自己 r o 
设定 v o 
温度 n o 
。 w o 
。 N o 
羊 n o 
老 a o 
湿 a o 
点评 v o 
： w b-pos 
捷达 nz pos 
在 p o 
国内 s o 
的 u o 
历史 n o 
虽 c o 
不及 v b-neu 
桑塔纳 nz neu 
， w o 
但 c o 
“ w b-pos 
捷达 nz pos 
” w o 
口碑 n o 
和 c o 
“ w o 
方头 n o 
” w o 
形象 n o 
也 d o 
是 v o 
深入人心 id o 
、 w o 
路人皆知 id o 
， w o 
新捷达 nz o 
之所以 c o 
能 v o 
位 g o 
列 v o 
销量 n o 
第二 m o 
名 q o 
， w o 
除了 p b-pos 
捷达 nz pos 
这 r o 
款 q o 
车 n o 
寄托 v o 
了 u o 
人们 n o 
对 p o 
老 a b-pos 
捷达 nz pos 
“ w o 
皮实 n o 
” w o 
“ w o 
耐 v o 
操 n o 
” w o 
的 u o 
情怀 n o 
外 f o 
， w o 
它 r o 
确实 a o 
是 v o 
一 m o 
款 q o 
你 r o 
在 p o 
市面 n o 
上 f o 
很 d o 
难 a o 
找 v o 
到 v o 
第二 m o 
款 q o 
能 v o 
用 p o 
这么 r o 
低 a o 
的 u o 
价格 n o 
就 d o 
能 v o 
买 v o 
到 v o 
一 m o 
款 q o 
各 r o 
方面 n o 
表现 v o 
如此 r o 
均衡 a o 
的 u o 
车 n o 
了 u o 
。 w o 
。 N o 
有型 a o 
有 v o 
内涵 n o 
大众 n b-pos 
途观 n pos 
演绎 v o 
SUV n o 
实力 n o 
担当 v o 
！ w o 
。 N o 
随着 p o 
后期 t b-neu 
途观 n neu 
、 w b-neu 
翼虎 n neu 
等 u o 
车型 n o 
的 u o 
发力 v o 
冲击 v o 
， w o 
价格 n o 
有所 v o 
松动 v o 
。 w o 
。 N o 
众泰T600 m neu 
T600 m o 
一直 d o 
是 v o 
我 r o 
很 d o 
看好 v o 
的 u o 
一 m o 
款 q o 
车 n o 
， w o 
有的 r o 
人 n o 
吐槽 v o 
这 r o 
款 q o 
车 n o 
的 u o 
外观 n o 
很 d o 
山寨 n o 
， w o 
但是 c o 
， w o 
我 r o 
觉得 v o 
这 r o 
是 v o 
符合 v o 
很多 m o 
穷 a o 
diao n o 
的 u o 
消费 v o 
心理 n o 
的 u o 
， w o 
想 v o 
买 v o 
大个 r o 
的 u o 
， w o 
好看 a o 
的 u o 
， w o 
而且 c o 
还要 v o 
便宜 a o 
的 u o 
， w o 
所以 c o 
， w b-neu 
众泰T600 m neu 
T600 m o 
还是 d o 
很 d o 
有 v o 
市场 n o 
的 u o 
（ w o 
当然 d o 
本人 r o 
也 d o 
是 v o 
穷 a o 
diao n o 
一 m o 
枚 q o 
） w o 
。 w o 
。 N o 
而 c o 
新款 a b-pos 
科鲁兹 nz pos 
降低 v o 
发动机 n o 
噪音 n o 
、 w o 
胎噪 n o 
以及 c o 
风噪 n o 
等 u o 
方面 n o 
都 d o 
做 v o 
的 u o 
不错 a o 
。 w o 
。 N o 
在 p o 
焦急 a o 
中等 a o 
了 u o 
3 m o 
天 q o 
销售 v o 
说 v o 
贷款 n o 
已经 d o 
通过 p o 
可以 v o 
提车 v o 
了 u o 
， w o 
提车 v o 
当天 t o 
早早 d o 
就 d o 
到 v o 
4 m o 
S q o 
店 n o 
去 v o 
了 u o 
， w o 
等待 v b-neu 
大众 n neu 
金融 n o 
放款 v o 
提 v o 
车 n o 
， w o 
在 p o 
等待 v o 
的 u o 
过程 n o 
出 v o 
了 u o 
一点 m o 
小 a o 
插曲 n o 
， w o 
不过 c o 
还是 d o 
通过 v o 
了 u o 
， w o 
真是 d o 
验证 v o 
了 u o 
那 r o 
句 q o 
老话好事多磨 id o 
。 w o 
。 N o 
首先 d o 
来说 v o 
一 d o 
说 v b-neu 
马自达CX-5 nz neu 
CX-5 x o 
， w o 
这 r o 
款 q o 
车 n o 
搭载 v o 
的 u o 
2.5L m o 
自然 d o 
吸气 v o 
发动机 n o 
的 u o 
参数 n o 
虽然 c o 
不及翼虎 n o 
和 c b-neu 
途观 n neu 
， w o 
但是 c o 
在 p o 
同 p o 
排量 n o 
自然 d o 
吸气 v o 
发动机 n o 
的 u o 
阵营 n o 
当中 f o 
， w o 
数据 n o 
上 f o 
依旧 a o 
不俗 a o 
。 w o 
。 N o 
所以 c o 
楼主 n o 
第一 m o 
个 q o 
去 v o 
看 v o 
的 u o 
就 d o 
是 v o 
合资 v o 
车起亚 nz o 
， w o 
k3s x neg 
外观 n o 
还是 d o 
不错 a o 
的 u o 
， w o 
而且 c o 
价格 n o 
也 d o 
能 v o 
接受 v o 
， w o 
不过 d o 
听 v o 
人 n o 
说 v o 
操控 v o 
不 d o 
是 v o 
太 d o 
好 a o 
， w o 
楼主 n o 
还是 d o 
想 v o 
亲身 d o 
试 v o 
一下 m o 
， w o 
如果 c o 
说 v o 
的 u o 
过去 t o 
， w o 
还是 d o 
可以 v o 
入手 v o 
的 u o 
， w o 
但是 c o 
试驾 v o 
一 m o 
圈 q o 
以后 f o 
， w o 
着实 d o 
太 d o 
失望 a o 
了 u o 
， w o 
操控 v o 
太 d o 
不 d o 
顺手 a o 
， w o 
换挡 v o 
把 p o 
也 d o 
太 d o 
硬 a o 
， w o 
白 v o 
瞎 v o 
了 u o 
这么 r o 
漂亮 a o 
的 u o 
外观 n o 
了 u o 
， w o 
后来 t o 
看 v o 
了 u o 
福克斯 nz neg 
两 m o 
厢 g o 
版 n o 
， w o 
价格 n o 
偏 d o 
高 a o 
， w o 
而且 c o 
油耗 n o 
在 p o 
业内 s o 
一直 d o 
都 d o 
受 v o 
人 n o 
诟病 n o 
， w o 
最后 f o 
看 v o 
的 u o 
就 d o 
是 v b-pos 
POLO x pos 
了 u o 
， w o 
外观 n o 
很 d o 
好看 a o 
， w o 
小巧 d o 
灵活 a o 
， w o 
很 d o 
适合 v o 
在 p o 
城市 n o 
开 v o 
， w o 
也 d o 
适合 v o 
我 r o 
这种 r o 
刚 d o 
步入 v o 
社会 n o 
的 u o 
年轻人 n o 
， w o 
平时 t o 
代步 v o 
再 d o 
适合 v o 
不过 u o 
了 u o 
。 w o 
。 N o 
我 r o 
看上 v o 
了 u b-pos 
途观 n pos 
300TSI n o 
四 m o 
驱 q o 
豪华 a o 
版 n o 
和 c b-pos 
国光 n pos 
的 u o 
专智版 n o 
。 w o 
。 N o 
宝马 nz neu 
全新 a o 
SUV n o 
， w o 
轴距 n o 
2780 m o 
才 d o 
20 m o 
多 m o 
万 m o 
； w b-neu 
途观 n neu 
、 w b-neu 
昂科威 g neu 
科威都 ns o 
哭 v o 
了 u o 
！ w o 
。 N o 
召回 v o 
车型 n o 
： w o 
途安 ns neg 
、 w o 
凌渡 v neg 
、 w o 
明锐 a neg 
。 w o 
。 N o 
先 d o 
说 v o 
座椅 n o 
， w o 
我们 r o 
家 n o 
一共 d o 
五 m o 
口 q o 
人 n o 
， w o 
我 r o 
182cm m o 
， w o 
我 r o 
媳 v o 
妇儿 j o 
167cm m o 
， w o 
坐 v o 
惯 v o 
了 u b-pos 
途观 a pos 
， w o 
平时 t o 
坐 v o 
别的 r o 
车 n o 
总 d o 
觉得 v o 
挤挤巴巴 a o 
的 u o 
。 w o 
。 N o 
希望 v o 
这 r o 
件 q o 
事 n o 
能 v o 
让 v o 
这 r o 
一 m o 
家人 n o 
明白 v o 
： w o 
奥迪车 n o 
装 v o 
不 d o 
了 v o 
门面 n o 
， w o 
